,Name,WaitTime
25,https://www.parkgeni.us/disney-world/magic-kingdom/its-a-small-world/wait-times/2018-12-18,10
26,https://www.parkgeni.us/disney-world/magic-kingdom/its-a-small-world/wait-times/2018-12-18,10
27,https://www.parkgeni.us/disney-world/magic-kingdom/its-a-small-world/wait-times/2018-12-18,10
28,https://www.parkgeni.us/disney-world/magic-kingdom/its-a-small-world/wait-times/2018-12-18,10
29,https://www.parkgeni.us/disney-world/magic-kingdom/its-a-small-world/wait-times/2018-12-18,15
30,https://www.parkgeni.us/disney-world/magic-kingdom/its-a-small-world/wait-times/2018-12-18,15
31,https://www.parkgeni.us/disney-world/magic-kingdom/its-a-small-world/wait-times/2018-12-18,15
32,https://www.parkgeni.us/disney-world/magic-kingdom/its-a-small-world/wait-times/2018-12-18,15
33,https://www.parkgeni.us/disney-world/magic-kingdom/its-a-small-world/wait-times/2018-12-18,20
34,https://www.parkgeni.us/disney-world/magic-kingdom/its-a-small-world/wait-times/2018-12-18,20
35,https://www.parkgeni.us/disney-world/magic-kingdom/its-a-small-world/wait-times/2018-12-18,20
36,https://www.parkgeni.us/disney-world/magic-kingdom/its-a-small-world/wait-times/2018-12-18,20
37,https://www.parkgeni.us/disney-world/magic-kingdom/its-a-small-world/wait-times/2018-12-18,20
38,https://www.parkgeni.us/disney-world/magic-kingdom/its-a-small-world/wait-times/2018-12-18,20
39,https://www.parkgeni.us/disney-world/magic-kingdom/its-a-small-world/wait-times/2018-12-18,20
40,https://www.parkgeni.us/disney-world/magic-kingdom/its-a-small-world/wait-times/2018-12-18,20
41,https://www.parkgeni.us/disney-world/magic-kingdom/its-a-small-world/wait-times/2018-12-18,20
42,https://www.parkgeni.us/disney-world/magic-kingdom/its-a-small-world/wait-times/2018-12-18,20
43,https://www.parkgeni.us/disney-world/magic-kingdom/its-a-small-world/wait-times/2018-12-18,20
44,https://www.parkgeni.us/disney-world/magic-kingdom/its-a-small-world/wait-times/2018-12-18,20
45,https://www.parkgeni.us/disney-world/magic-kingdom/its-a-small-world/wait-times/2018-12-18,20
46,https://www.parkgeni.us/disney-world/magic-kingdom/its-a-small-world/wait-times/2018-12-18,25
47,https://www.parkgeni.us/disney-world/magic-kingdom/its-a-small-world/wait-times/2018-12-18,30
48,https://www.parkgeni.us/disney-world/magic-kingdom/its-a-small-world/wait-times/2018-12-18,30
49,https://www.parkgeni.us/disney-world/magic-kingdom/its-a-small-world/wait-times/2018-12-18,35
50,https://www.parkgeni.us/disney-world/magic-kingdom/its-a-small-world/wait-times/2018-12-18,35
51,https://www.parkgeni.us/disney-world/magic-kingdom/its-a-small-world/wait-times/2018-12-18,35
52,https://www.parkgeni.us/disney-world/magic-kingdom/its-a-small-world/wait-times/2018-12-18,40
53,https://www.parkgeni.us/disney-world/magic-kingdom/its-a-small-world/wait-times/2018-12-18,40
54,https://www.parkgeni.us/disney-world/magic-kingdom/its-a-small-world/wait-times/2018-12-18,35
55,https://www.parkgeni.us/disney-world/magic-kingdom/its-a-small-world/wait-times/2018-12-18,35
56,https://www.parkgeni.us/disney-world/magic-kingdom/its-a-small-world/wait-times/2018-12-18,35
57,https://www.parkgeni.us/disney-world/magic-kingdom/its-a-small-world/wait-times/2018-12-18,30
58,https://www.parkgeni.us/disney-world/magic-kingdom/its-a-small-world/wait-times/2018-12-18,30
59,https://www.parkgeni.us/disney-world/magic-kingdom/its-a-small-world/wait-times/2018-12-18,30
60,https://www.parkgeni.us/disney-world/magic-kingdom/its-a-small-world/wait-times/2018-12-18,25
61,https://www.parkgeni.us/disney-world/magic-kingdom/its-a-small-world/wait-times/2018-12-18,30
62,https://www.parkgeni.us/disney-world/magic-kingdom/its-a-small-world/wait-times/2018-12-18,30
63,https://www.parkgeni.us/disney-world/magic-kingdom/its-a-small-world/wait-times/2018-12-18,25
64,https://www.parkgeni.us/disney-world/magic-kingdom/its-a-small-world/wait-times/2018-12-18,25
65,https://www.parkgeni.us/disney-world/magic-kingdom/its-a-small-world/wait-times/2018-12-18,25
66,https://www.parkgeni.us/disney-world/magic-kingdom/its-a-small-world/wait-times/2018-12-18,25
67,https://www.parkgeni.us/disney-world/magic-kingdom/its-a-small-world/wait-times/2018-12-18,25
68,https://www.parkgeni.us/disney-world/magic-kingdom/its-a-small-world/wait-times/2018-12-18,20
69,https://www.parkgeni.us/disney-world/magic-kingdom/its-a-small-world/wait-times/2018-12-18,20
70,https://www.parkgeni.us/disney-world/magic-kingdom/its-a-small-world/wait-times/2018-12-18,20
71,https://www.parkgeni.us/disney-world/magic-kingdom/its-a-small-world/wait-times/2018-12-18,20
72,https://www.parkgeni.us/disney-world/magic-kingdom/its-a-small-world/wait-times/2018-12-18,20
73,https://www.parkgeni.us/disney-world/magic-kingdom/its-a-small-world/wait-times/2018-12-18,15
74,https://www.parkgeni.us/disney-world/magic-kingdom/its-a-small-world/wait-times/2018-12-18,15
75,https://www.parkgeni.us/disney-world/magic-kingdom/its-a-small-world/wait-times/2018-12-18,20
76,https://www.parkgeni.us/disney-world/magic-kingdom/its-a-small-world/wait-times/2018-12-18,20
77,https://www.parkgeni.us/disney-world/magic-kingdom/its-a-small-world/wait-times/2018-12-18,25
78,https://www.parkgeni.us/disney-world/magic-kingdom/its-a-small-world/wait-times/2018-12-18,30
79,https://www.parkgeni.us/disney-world/magic-kingdom/its-a-small-world/wait-times/2018-12-18,35
80,https://www.parkgeni.us/disney-world/magic-kingdom/its-a-small-world/wait-times/2018-12-18,35
81,https://www.parkgeni.us/disney-world/magic-kingdom/its-a-small-world/wait-times/2018-12-18,35
82,https://www.parkgeni.us/disney-world/magic-kingdom/its-a-small-world/wait-times/2018-12-18,40
83,https://www.parkgeni.us/disney-world/magic-kingdom/its-a-small-world/wait-times/2018-12-18,40
84,https://www.parkgeni.us/disney-world/magic-kingdom/its-a-small-world/wait-times/2018-12-18,40
85,https://www.parkgeni.us/disney-world/magic-kingdom/its-a-small-world/wait-times/2018-12-18,40
86,https://www.parkgeni.us/disney-world/magic-kingdom/its-a-small-world/wait-times/2018-12-18,35
87,https://www.parkgeni.us/disney-world/magic-kingdom/its-a-small-world/wait-times/2018-12-18,30
88,https://www.parkgeni.us/disney-world/magic-kingdom/its-a-small-world/wait-times/2018-12-18,25
89,https://www.parkgeni.us/disney-world/magic-kingdom/its-a-small-world/wait-times/2018-12-18,15
90,https://www.parkgeni.us/disney-world/magic-kingdom/its-a-small-world/wait-times/2018-12-18,15
91,https://www.parkgeni.us/disney-world/magic-kingdom/its-a-small-world/wait-times/2018-12-18,15
92,https://www.parkgeni.us/disney-world/magic-kingdom/its-a-small-world/wait-times/2018-12-18,15
93,https://www.parkgeni.us/disney-world/magic-kingdom/its-a-small-world/wait-times/2018-12-18,15
94,https://www.parkgeni.us/disney-world/magic-kingdom/its-a-small-world/wait-times/2018-12-18,20
95,https://www.parkgeni.us/disney-world/magic-kingdom/its-a-small-world/wait-times/2018-12-18,20
96,https://www.parkgeni.us/disney-world/magic-kingdom/its-a-small-world/wait-times/2018-12-18,20
97,https://www.parkgeni.us/disney-world/magic-kingdom/its-a-small-world/wait-times/2018-12-18,25
98,https://www.parkgeni.us/disney-world/magic-kingdom/its-a-small-world/wait-times/2018-12-18,25
99,https://www.parkgeni.us/disney-world/magic-kingdom/its-a-small-world/wait-times/2018-12-18,30
100,https://www.parkgeni.us/disney-world/magic-kingdom/its-a-small-world/wait-times/2018-12-18,30
101,https://www.parkgeni.us/disney-world/magic-kingdom/its-a-small-world/wait-times/2018-12-18,30
102,https://www.parkgeni.us/disney-world/magic-kingdom/its-a-small-world/wait-times/2018-12-18,30
103,https://www.parkgeni.us/disney-world/magic-kingdom/its-a-small-world/wait-times/2018-12-18,30
104,https://www.parkgeni.us/disney-world/magic-kingdom/its-a-small-world/wait-times/2018-12-18,30
105,https://www.parkgeni.us/disney-world/magic-kingdom/its-a-small-world/wait-times/2018-12-18,30
0,https://www.parkgeni.us/disney-world/magic-kingdom/astro-orbiter/wait-times/2018-12-18,5
1,https://www.parkgeni.us/disney-world/magic-kingdom/astro-orbiter/wait-times/2018-12-18,10
2,https://www.parkgeni.us/disney-world/magic-kingdom/astro-orbiter/wait-times/2018-12-18,10
3,https://www.parkgeni.us/disney-world/magic-kingdom/astro-orbiter/wait-times/2018-12-18,5
4,https://www.parkgeni.us/disney-world/magic-kingdom/astro-orbiter/wait-times/2018-12-18,10
5,https://www.parkgeni.us/disney-world/magic-kingdom/astro-orbiter/wait-times/2018-12-18,10
6,https://www.parkgeni.us/disney-world/magic-kingdom/astro-orbiter/wait-times/2018-12-18,15
7,https://www.parkgeni.us/disney-world/magic-kingdom/astro-orbiter/wait-times/2018-12-18,15
8,https://www.parkgeni.us/disney-world/magic-kingdom/astro-orbiter/wait-times/2018-12-18,15
9,https://www.parkgeni.us/disney-world/magic-kingdom/astro-orbiter/wait-times/2018-12-18,20
10,https://www.parkgeni.us/disney-world/magic-kingdom/astro-orbiter/wait-times/2018-12-18,25
11,https://www.parkgeni.us/disney-world/magic-kingdom/astro-orbiter/wait-times/2018-12-18,25
12,https://www.parkgeni.us/disney-world/magic-kingdom/astro-orbiter/wait-times/2018-12-18,25
13,https://www.parkgeni.us/disney-world/magic-kingdom/astro-orbiter/wait-times/2018-12-18,25
14,https://www.parkgeni.us/disney-world/magic-kingdom/astro-orbiter/wait-times/2018-12-18,25
15,https://www.parkgeni.us/disney-world/magic-kingdom/astro-orbiter/wait-times/2018-12-18,25
16,https://www.parkgeni.us/disney-world/magic-kingdom/astro-orbiter/wait-times/2018-12-18,25
17,https://www.parkgeni.us/disney-world/magic-kingdom/astro-orbiter/wait-times/2018-12-18,25
18,https://www.parkgeni.us/disney-world/magic-kingdom/astro-orbiter/wait-times/2018-12-18,25
19,https://www.parkgeni.us/disney-world/magic-kingdom/astro-orbiter/wait-times/2018-12-18,30
20,https://www.parkgeni.us/disney-world/magic-kingdom/astro-orbiter/wait-times/2018-12-18,25
21,https://www.parkgeni.us/disney-world/magic-kingdom/astro-orbiter/wait-times/2018-12-18,30
22,https://www.parkgeni.us/disney-world/magic-kingdom/astro-orbiter/wait-times/2018-12-18,30
23,https://www.parkgeni.us/disney-world/magic-kingdom/astro-orbiter/wait-times/2018-12-18,30
24,https://www.parkgeni.us/disney-world/magic-kingdom/astro-orbiter/wait-times/2018-12-18,25
25,https://www.parkgeni.us/disney-world/magic-kingdom/astro-orbiter/wait-times/2018-12-18,35
26,https://www.parkgeni.us/disney-world/magic-kingdom/astro-orbiter/wait-times/2018-12-18,35
27,https://www.parkgeni.us/disney-world/magic-kingdom/astro-orbiter/wait-times/2018-12-18,30
28,https://www.parkgeni.us/disney-world/magic-kingdom/astro-orbiter/wait-times/2018-12-18,30
29,https://www.parkgeni.us/disney-world/magic-kingdom/astro-orbiter/wait-times/2018-12-18,40
30,https://www.parkgeni.us/disney-world/magic-kingdom/astro-orbiter/wait-times/2018-12-18,35
31,https://www.parkgeni.us/disney-world/magic-kingdom/astro-orbiter/wait-times/2018-12-18,40
32,https://www.parkgeni.us/disney-world/magic-kingdom/astro-orbiter/wait-times/2018-12-18,40
33,https://www.parkgeni.us/disney-world/magic-kingdom/astro-orbiter/wait-times/2018-12-18,45
34,https://www.parkgeni.us/disney-world/magic-kingdom/astro-orbiter/wait-times/2018-12-18,45
35,https://www.parkgeni.us/disney-world/magic-kingdom/astro-orbiter/wait-times/2018-12-18,20
36,https://www.parkgeni.us/disney-world/magic-kingdom/astro-orbiter/wait-times/2018-12-18,25
37,https://www.parkgeni.us/disney-world/magic-kingdom/astro-orbiter/wait-times/2018-12-18,15
38,https://www.parkgeni.us/disney-world/magic-kingdom/astro-orbiter/wait-times/2018-12-18,25
39,https://www.parkgeni.us/disney-world/magic-kingdom/astro-orbiter/wait-times/2018-12-18,30
40,https://www.parkgeni.us/disney-world/magic-kingdom/astro-orbiter/wait-times/2018-12-18,40
41,https://www.parkgeni.us/disney-world/magic-kingdom/astro-orbiter/wait-times/2018-12-18,40
42,https://www.parkgeni.us/disney-world/magic-kingdom/astro-orbiter/wait-times/2018-12-18,30
43,https://www.parkgeni.us/disney-world/magic-kingdom/astro-orbiter/wait-times/2018-12-18,30
44,https://www.parkgeni.us/disney-world/magic-kingdom/astro-orbiter/wait-times/2018-12-18,30
45,https://www.parkgeni.us/disney-world/magic-kingdom/astro-orbiter/wait-times/2018-12-18,30
46,https://www.parkgeni.us/disney-world/magic-kingdom/astro-orbiter/wait-times/2018-12-18,30
47,https://www.parkgeni.us/disney-world/magic-kingdom/astro-orbiter/wait-times/2018-12-18,30
48,https://www.parkgeni.us/disney-world/magic-kingdom/astro-orbiter/wait-times/2018-12-18,30
49,https://www.parkgeni.us/disney-world/magic-kingdom/astro-orbiter/wait-times/2018-12-18,30
50,https://www.parkgeni.us/disney-world/magic-kingdom/astro-orbiter/wait-times/2018-12-18,30
51,https://www.parkgeni.us/disney-world/magic-kingdom/astro-orbiter/wait-times/2018-12-18,35
52,https://www.parkgeni.us/disney-world/magic-kingdom/astro-orbiter/wait-times/2018-12-18,30
53,https://www.parkgeni.us/disney-world/magic-kingdom/astro-orbiter/wait-times/2018-12-18,25
54,https://www.parkgeni.us/disney-world/magic-kingdom/astro-orbiter/wait-times/2018-12-18,15
55,https://www.parkgeni.us/disney-world/magic-kingdom/astro-orbiter/wait-times/2018-12-18,15
56,https://www.parkgeni.us/disney-world/magic-kingdom/astro-orbiter/wait-times/2018-12-18,15
57,https://www.parkgeni.us/disney-world/magic-kingdom/astro-orbiter/wait-times/2018-12-18,15
58,https://www.parkgeni.us/disney-world/magic-kingdom/astro-orbiter/wait-times/2018-12-18,15
59,https://www.parkgeni.us/disney-world/magic-kingdom/astro-orbiter/wait-times/2018-12-18,15
60,https://www.parkgeni.us/disney-world/magic-kingdom/astro-orbiter/wait-times/2018-12-18,15
61,https://www.parkgeni.us/disney-world/magic-kingdom/astro-orbiter/wait-times/2018-12-18,20
62,https://www.parkgeni.us/disney-world/magic-kingdom/astro-orbiter/wait-times/2018-12-18,20
63,https://www.parkgeni.us/disney-world/magic-kingdom/astro-orbiter/wait-times/2018-12-18,20
64,https://www.parkgeni.us/disney-world/magic-kingdom/astro-orbiter/wait-times/2018-12-18,20
65,https://www.parkgeni.us/disney-world/magic-kingdom/astro-orbiter/wait-times/2018-12-18,20
66,https://www.parkgeni.us/disney-world/magic-kingdom/astro-orbiter/wait-times/2018-12-18,20
67,https://www.parkgeni.us/disney-world/magic-kingdom/astro-orbiter/wait-times/2018-12-18,20
68,https://www.parkgeni.us/disney-world/magic-kingdom/astro-orbiter/wait-times/2018-12-18,25
69,https://www.parkgeni.us/disney-world/magic-kingdom/astro-orbiter/wait-times/2018-12-18,30
70,https://www.parkgeni.us/disney-world/magic-kingdom/astro-orbiter/wait-times/2018-12-18,25
71,https://www.parkgeni.us/disney-world/magic-kingdom/astro-orbiter/wait-times/2018-12-18,25
72,https://www.parkgeni.us/disney-world/magic-kingdom/astro-orbiter/wait-times/2018-12-18,20
73,https://www.parkgeni.us/disney-world/magic-kingdom/astro-orbiter/wait-times/2018-12-18,20
74,https://www.parkgeni.us/disney-world/magic-kingdom/astro-orbiter/wait-times/2018-12-18,20
75,https://www.parkgeni.us/disney-world/magic-kingdom/astro-orbiter/wait-times/2018-12-18,20
76,https://www.parkgeni.us/disney-world/magic-kingdom/astro-orbiter/wait-times/2018-12-18,20
77,https://www.parkgeni.us/disney-world/magic-kingdom/astro-orbiter/wait-times/2018-12-18,20
78,https://www.parkgeni.us/disney-world/magic-kingdom/astro-orbiter/wait-times/2018-12-18,25
79,https://www.parkgeni.us/disney-world/magic-kingdom/astro-orbiter/wait-times/2018-12-18,25
80,https://www.parkgeni.us/disney-world/magic-kingdom/astro-orbiter/wait-times/2018-12-18,25
81,https://www.parkgeni.us/disney-world/magic-kingdom/astro-orbiter/wait-times/2018-12-18,20
82,https://www.parkgeni.us/disney-world/magic-kingdom/astro-orbiter/wait-times/2018-12-18,25
83,https://www.parkgeni.us/disney-world/magic-kingdom/astro-orbiter/wait-times/2018-12-18,20
84,https://www.parkgeni.us/disney-world/magic-kingdom/astro-orbiter/wait-times/2018-12-18,20
85,https://www.parkgeni.us/disney-world/magic-kingdom/astro-orbiter/wait-times/2018-12-18,20
86,https://www.parkgeni.us/disney-world/magic-kingdom/astro-orbiter/wait-times/2018-12-18,20
87,https://www.parkgeni.us/disney-world/magic-kingdom/astro-orbiter/wait-times/2018-12-18,25
88,https://www.parkgeni.us/disney-world/magic-kingdom/astro-orbiter/wait-times/2018-12-18,25
89,https://www.parkgeni.us/disney-world/magic-kingdom/astro-orbiter/wait-times/2018-12-18,25
0,https://www.parkgeni.us/disney-world/magic-kingdom/big-thunder-mountain-railroad/wait-times/2018-12-18,5
1,https://www.parkgeni.us/disney-world/magic-kingdom/big-thunder-mountain-railroad/wait-times/2018-12-18,15
2,https://www.parkgeni.us/disney-world/magic-kingdom/big-thunder-mountain-railroad/wait-times/2018-12-18,15
3,https://www.parkgeni.us/disney-world/magic-kingdom/big-thunder-mountain-railroad/wait-times/2018-12-18,15
4,https://www.parkgeni.us/disney-world/magic-kingdom/big-thunder-mountain-railroad/wait-times/2018-12-18,15
5,https://www.parkgeni.us/disney-world/magic-kingdom/big-thunder-mountain-railroad/wait-times/2018-12-18,25
6,https://www.parkgeni.us/disney-world/magic-kingdom/big-thunder-mountain-railroad/wait-times/2018-12-18,25
7,https://www.parkgeni.us/disney-world/magic-kingdom/big-thunder-mountain-railroad/wait-times/2018-12-18,40
8,https://www.parkgeni.us/disney-world/magic-kingdom/big-thunder-mountain-railroad/wait-times/2018-12-18,55
9,https://www.parkgeni.us/disney-world/magic-kingdom/big-thunder-mountain-railroad/wait-times/2018-12-18,55
10,https://www.parkgeni.us/disney-world/magic-kingdom/big-thunder-mountain-railroad/wait-times/2018-12-18,65
11,https://www.parkgeni.us/disney-world/magic-kingdom/big-thunder-mountain-railroad/wait-times/2018-12-18,60
12,https://www.parkgeni.us/disney-world/magic-kingdom/big-thunder-mountain-railroad/wait-times/2018-12-18,45
13,https://www.parkgeni.us/disney-world/magic-kingdom/big-thunder-mountain-railroad/wait-times/2018-12-18,45
14,https://www.parkgeni.us/disney-world/magic-kingdom/big-thunder-mountain-railroad/wait-times/2018-12-18,45
15,https://www.parkgeni.us/disney-world/magic-kingdom/big-thunder-mountain-railroad/wait-times/2018-12-18,45
16,https://www.parkgeni.us/disney-world/magic-kingdom/big-thunder-mountain-railroad/wait-times/2018-12-18,45
17,https://www.parkgeni.us/disney-world/magic-kingdom/big-thunder-mountain-railroad/wait-times/2018-12-18,40
18,https://www.parkgeni.us/disney-world/magic-kingdom/big-thunder-mountain-railroad/wait-times/2018-12-18,40
19,https://www.parkgeni.us/disney-world/magic-kingdom/big-thunder-mountain-railroad/wait-times/2018-12-18,40
20,https://www.parkgeni.us/disney-world/magic-kingdom/big-thunder-mountain-railroad/wait-times/2018-12-18,45
21,https://www.parkgeni.us/disney-world/magic-kingdom/big-thunder-mountain-railroad/wait-times/2018-12-18,45
22,https://www.parkgeni.us/disney-world/magic-kingdom/big-thunder-mountain-railroad/wait-times/2018-12-18,45
23,https://www.parkgeni.us/disney-world/magic-kingdom/big-thunder-mountain-railroad/wait-times/2018-12-18,50
24,https://www.parkgeni.us/disney-world/magic-kingdom/big-thunder-mountain-railroad/wait-times/2018-12-18,50
25,https://www.parkgeni.us/disney-world/magic-kingdom/big-thunder-mountain-railroad/wait-times/2018-12-18,50
26,https://www.parkgeni.us/disney-world/magic-kingdom/big-thunder-mountain-railroad/wait-times/2018-12-18,50
27,https://www.parkgeni.us/disney-world/magic-kingdom/big-thunder-mountain-railroad/wait-times/2018-12-18,50
28,https://www.parkgeni.us/disney-world/magic-kingdom/big-thunder-mountain-railroad/wait-times/2018-12-18,45
29,https://www.parkgeni.us/disney-world/magic-kingdom/big-thunder-mountain-railroad/wait-times/2018-12-18,45
30,https://www.parkgeni.us/disney-world/magic-kingdom/big-thunder-mountain-railroad/wait-times/2018-12-18,45
31,https://www.parkgeni.us/disney-world/magic-kingdom/big-thunder-mountain-railroad/wait-times/2018-12-18,45
32,https://www.parkgeni.us/disney-world/magic-kingdom/big-thunder-mountain-railroad/wait-times/2018-12-18,50
33,https://www.parkgeni.us/disney-world/magic-kingdom/big-thunder-mountain-railroad/wait-times/2018-12-18,50
34,https://www.parkgeni.us/disney-world/magic-kingdom/big-thunder-mountain-railroad/wait-times/2018-12-18,45
35,https://www.parkgeni.us/disney-world/magic-kingdom/big-thunder-mountain-railroad/wait-times/2018-12-18,40
36,https://www.parkgeni.us/disney-world/magic-kingdom/big-thunder-mountain-railroad/wait-times/2018-12-18,40
37,https://www.parkgeni.us/disney-world/magic-kingdom/big-thunder-mountain-railroad/wait-times/2018-12-18,40
38,https://www.parkgeni.us/disney-world/magic-kingdom/big-thunder-mountain-railroad/wait-times/2018-12-18,40
39,https://www.parkgeni.us/disney-world/magic-kingdom/big-thunder-mountain-railroad/wait-times/2018-12-18,40
40,https://www.parkgeni.us/disney-world/magic-kingdom/big-thunder-mountain-railroad/wait-times/2018-12-18,40
41,https://www.parkgeni.us/disney-world/magic-kingdom/big-thunder-mountain-railroad/wait-times/2018-12-18,40
42,https://www.parkgeni.us/disney-world/magic-kingdom/big-thunder-mountain-railroad/wait-times/2018-12-18,35
43,https://www.parkgeni.us/disney-world/magic-kingdom/big-thunder-mountain-railroad/wait-times/2018-12-18,35
44,https://www.parkgeni.us/disney-world/magic-kingdom/big-thunder-mountain-railroad/wait-times/2018-12-18,50
45,https://www.parkgeni.us/disney-world/magic-kingdom/big-thunder-mountain-railroad/wait-times/2018-12-18,65
46,https://www.parkgeni.us/disney-world/magic-kingdom/big-thunder-mountain-railroad/wait-times/2018-12-18,65
47,https://www.parkgeni.us/disney-world/magic-kingdom/big-thunder-mountain-railroad/wait-times/2018-12-18,50
48,https://www.parkgeni.us/disney-world/magic-kingdom/big-thunder-mountain-railroad/wait-times/2018-12-18,50
49,https://www.parkgeni.us/disney-world/magic-kingdom/big-thunder-mountain-railroad/wait-times/2018-12-18,50
50,https://www.parkgeni.us/disney-world/magic-kingdom/big-thunder-mountain-railroad/wait-times/2018-12-18,45
51,https://www.parkgeni.us/disney-world/magic-kingdom/big-thunder-mountain-railroad/wait-times/2018-12-18,45
52,https://www.parkgeni.us/disney-world/magic-kingdom/big-thunder-mountain-railroad/wait-times/2018-12-18,50
53,https://www.parkgeni.us/disney-world/magic-kingdom/big-thunder-mountain-railroad/wait-times/2018-12-18,50
54,https://www.parkgeni.us/disney-world/magic-kingdom/big-thunder-mountain-railroad/wait-times/2018-12-18,50
55,https://www.parkgeni.us/disney-world/magic-kingdom/big-thunder-mountain-railroad/wait-times/2018-12-18,50
56,https://www.parkgeni.us/disney-world/magic-kingdom/big-thunder-mountain-railroad/wait-times/2018-12-18,50
57,https://www.parkgeni.us/disney-world/magic-kingdom/big-thunder-mountain-railroad/wait-times/2018-12-18,55
58,https://www.parkgeni.us/disney-world/magic-kingdom/big-thunder-mountain-railroad/wait-times/2018-12-18,55
59,https://www.parkgeni.us/disney-world/magic-kingdom/big-thunder-mountain-railroad/wait-times/2018-12-18,65
60,https://www.parkgeni.us/disney-world/magic-kingdom/big-thunder-mountain-railroad/wait-times/2018-12-18,55
61,https://www.parkgeni.us/disney-world/magic-kingdom/big-thunder-mountain-railroad/wait-times/2018-12-18,55
62,https://www.parkgeni.us/disney-world/magic-kingdom/big-thunder-mountain-railroad/wait-times/2018-12-18,60
63,https://www.parkgeni.us/disney-world/magic-kingdom/big-thunder-mountain-railroad/wait-times/2018-12-18,60
64,https://www.parkgeni.us/disney-world/magic-kingdom/big-thunder-mountain-railroad/wait-times/2018-12-18,35
65,https://www.parkgeni.us/disney-world/magic-kingdom/big-thunder-mountain-railroad/wait-times/2018-12-18,25
66,https://www.parkgeni.us/disney-world/magic-kingdom/big-thunder-mountain-railroad/wait-times/2018-12-18,35
67,https://www.parkgeni.us/disney-world/magic-kingdom/big-thunder-mountain-railroad/wait-times/2018-12-18,35
68,https://www.parkgeni.us/disney-world/magic-kingdom/big-thunder-mountain-railroad/wait-times/2018-12-18,45
69,https://www.parkgeni.us/disney-world/magic-kingdom/big-thunder-mountain-railroad/wait-times/2018-12-18,45
70,https://www.parkgeni.us/disney-world/magic-kingdom/big-thunder-mountain-railroad/wait-times/2018-12-18,45
71,https://www.parkgeni.us/disney-world/magic-kingdom/big-thunder-mountain-railroad/wait-times/2018-12-18,45
72,https://www.parkgeni.us/disney-world/magic-kingdom/big-thunder-mountain-railroad/wait-times/2018-12-18,45
73,https://www.parkgeni.us/disney-world/magic-kingdom/big-thunder-mountain-railroad/wait-times/2018-12-18,45
74,https://www.parkgeni.us/disney-world/magic-kingdom/big-thunder-mountain-railroad/wait-times/2018-12-18,50
75,https://www.parkgeni.us/disney-world/magic-kingdom/big-thunder-mountain-railroad/wait-times/2018-12-18,50
76,https://www.parkgeni.us/disney-world/magic-kingdom/big-thunder-mountain-railroad/wait-times/2018-12-18,45
77,https://www.parkgeni.us/disney-world/magic-kingdom/big-thunder-mountain-railroad/wait-times/2018-12-18,45
78,https://www.parkgeni.us/disney-world/magic-kingdom/big-thunder-mountain-railroad/wait-times/2018-12-18,45
